2022-04-22 15:48:49 - experiment - INFO: Created a new experiment in runs/Gaussian_20_constraint.
2022-04-22 15:48:53 - experiment - INFO: Loaded experiment from runs/Gaussian_20_constraint.
2022-04-22 15:48:53 - controller - INFO: Initializing environment: febo.environment.benchmarks.functions.GaussianConstraint.
2022-04-22 15:48:53 - controller - INFO: Initializing algorithm: SafeRandomLineBO.
2022-04-22 15:48:53 - algorithm - INFO: Got 0 initial data points.
2022-04-22 15:48:53 - model - INFO: Using beta=4 .
2022-04-22 15:48:53 - model - INFO: Using beta=4 .
2022-04-22 15:48:53 - algorithm - INFO: Got 0 initial data points.
2022-04-22 15:48:53 - model - INFO: Using beta=4 .
2022-04-22 15:48:53 - model - INFO: Using beta=4 .
2022-04-22 15:48:53 - controller - INFO: Starting optimization: SafeRandomLineBO
2022-04-22 15:48:53 - algorithm - INFO: best_x evaluate, y=0.01839061759192702
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:57 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:58 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:48:59 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:00 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:01 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:02 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:03 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-22 15:49:04 - algorithm - WARNING: No safe point found, choosing current line center.
