2022-04-27 11:29:05 - experiment - INFO: Created a new experiment in runs/Rosenbrock_4a.
2022-04-27 11:29:10 - experiment - INFO: Loaded experiment from runs/Rosenbrock_4a.
2022-04-27 11:29:10 - controller - INFO: Initializing environment: febo.environment.benchmarks.functions.Rosenbrock.
2022-04-27 11:29:10 - controller - INFO: Initializing algorithm: SafeAscentLineBO.
2022-04-27 11:29:10 - algorithm - INFO: Got 0 initial data points.
2022-04-27 11:29:10 - model - INFO: Using beta=4 .
2022-04-27 11:29:10 - model - INFO: Using beta=4 .
2022-04-27 11:29:10 - model - INFO: Using beta=4 .
2022-04-27 11:29:10 - algorithm - INFO: Got 0 initial data points.
2022-04-27 11:29:10 - model - INFO: Using beta=4 .
2022-04-27 11:29:10 - model - INFO: Using beta=4 .
2022-04-27 11:29:10 - model - INFO: Using beta=4 .
2022-04-27 11:29:10 - controller - INFO: Starting optimization: SafeAscentLineBO
2022-04-27 11:29:10 - algorithm - INFO: best_x evaluate, y=4.134265489487426
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:12 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:13 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:14 - controller - INFO: Finalizing environment...
2022-04-27 11:29:14 - controller - INFO: Finalizing: SafeAscentLineBO
2022-04-27 11:29:14 - controller - INFO: Initializing environment: febo.environment.benchmarks.functions.Rosenbrock.
2022-04-27 11:29:14 - controller - INFO: Initializing algorithm: SafeAscentLineBO.
2022-04-27 11:29:14 - algorithm - INFO: Got 0 initial data points.
2022-04-27 11:29:14 - model - INFO: Using beta=4 .
2022-04-27 11:29:14 - model - INFO: Using beta=4 .
2022-04-27 11:29:14 - model - INFO: Using beta=4 .
2022-04-27 11:29:14 - algorithm - INFO: Got 0 initial data points.
2022-04-27 11:29:14 - model - INFO: Using beta=4 .
2022-04-27 11:29:14 - model - INFO: Using beta=4 .
2022-04-27 11:29:14 - model - INFO: Using beta=4 .
2022-04-27 11:29:14 - controller - INFO: Starting optimization: SafeAscentLineBO
2022-04-27 11:29:14 - algorithm - INFO: best_x evaluate, y=4.134367508411283
2022-04-27 11:29:14 - algorithm - INFO: starting 1, tr-solver.
2022-04-27 11:29:14 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_1.pdf
2022-04-27 11:29:14 - algorithm - INFO: best_x evaluate, y=5.262022050634909
2022-04-27 11:29:14 - algorithm - INFO: starting 2, line-solver.
2022-04-27 11:29:15 - algorithm - WARNING: Uncertainty at best_x reduced to 1%, stopping line.
2022-04-27 11:29:15 - algorithm - INFO: Saved line plot to runs/Rosenbrock_4a/plots/0/1/Iteration_2.pdf
2022-04-27 11:29:15 - algorithm - INFO: best_x evaluate, y=24.346136610851843
2022-04-27 11:29:15 - algorithm - INFO: starting 3, tr-solver.
2022-04-27 11:29:15 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_3.pdf
2022-04-27 11:29:15 - algorithm - INFO: best_x evaluate, y=25.24338533785736
2022-04-27 11:29:15 - algorithm - INFO: starting 4, line-solver.
2022-04-27 11:29:15 - algorithm - WARNING: Uncertainty at best_x reduced to 1%, stopping line.
2022-04-27 11:29:15 - algorithm - INFO: Saved line plot to runs/Rosenbrock_4a/plots/0/1/Iteration_4.pdf
2022-04-27 11:29:15 - algorithm - INFO: best_x evaluate, y=28.83667313875534
2022-04-27 11:29:15 - algorithm - INFO: starting 5, tr-solver.
2022-04-27 11:29:15 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_5.pdf
2022-04-27 11:29:15 - algorithm - INFO: best_x evaluate, y=30.48189865010245
2022-04-27 11:29:15 - algorithm - INFO: starting 6, line-solver.
2022-04-27 11:29:16 - algorithm - WARNING: Uncertainty at best_x reduced to 1%, stopping line.
2022-04-27 11:29:16 - algorithm - INFO: Saved line plot to runs/Rosenbrock_4a/plots/0/1/Iteration_6.pdf
2022-04-27 11:29:16 - algorithm - INFO: best_x evaluate, y=32.377306494120816
2022-04-27 11:29:16 - algorithm - INFO: starting 7, tr-solver.
2022-04-27 11:29:16 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_7.pdf
2022-04-27 11:29:16 - algorithm - INFO: best_x evaluate, y=33.41616838765961
2022-04-27 11:29:16 - algorithm - INFO: starting 8, line-solver.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: Uncertainty at best_x reduced to 1%, stopping line.
2022-04-27 11:29:16 - algorithm - INFO: Saved line plot to runs/Rosenbrock_4a/plots/0/1/Iteration_8.pdf
2022-04-27 11:29:16 - algorithm - INFO: best_x evaluate, y=34.14506905974946
2022-04-27 11:29:16 - algorithm - INFO: starting 9, tr-solver.
2022-04-27 11:29:16 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_9.pdf
2022-04-27 11:29:16 - algorithm - INFO: best_x evaluate, y=35.39463062538525
2022-04-27 11:29:16 - algorithm - INFO: starting 10, line-solver.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:16 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: Uncertainty at best_x reduced to 1%, stopping line.
2022-04-27 11:29:17 - algorithm - INFO: Saved line plot to runs/Rosenbrock_4a/plots/0/1/Iteration_10.pdf
2022-04-27 11:29:17 - algorithm - INFO: best_x evaluate, y=35.82133890685502
2022-04-27 11:29:17 - algorithm - INFO: starting 11, tr-solver.
2022-04-27 11:29:17 - algorithm - WARNING: change in best_x < 2% of trust-region, picking random direction.
2022-04-27 11:29:17 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_11.pdf
2022-04-27 11:29:17 - algorithm - INFO: best_x evaluate, y=36.081845181994424
2022-04-27 11:29:17 - algorithm - INFO: starting 12, line-solver.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:17 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: Uncertainty at best_x reduced to 1%, stopping line.
2022-04-27 11:29:18 - algorithm - INFO: Saved line plot to runs/Rosenbrock_4a/plots/0/1/Iteration_12.pdf
2022-04-27 11:29:18 - algorithm - INFO: best_x evaluate, y=36.985504072805576
2022-04-27 11:29:18 - algorithm - INFO: starting 13, tr-solver.
2022-04-27 11:29:18 - algorithm - WARNING: change in best_x < 2% of trust-region, picking random direction.
2022-04-27 11:29:18 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/1/Iteration_13.pdf
2022-04-27 11:29:18 - algorithm - INFO: best_x evaluate, y=37.165908330093714
2022-04-27 11:29:18 - algorithm - INFO: starting 14, line-solver.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:18 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - algorithm - WARNING: No safe point found, choosing current line center.
2022-04-27 11:29:19 - controller - INFO: Finalizing environment...
2022-04-27 11:29:19 - controller - INFO: Finalizing: SafeAscentLineBO
2022-04-27 11:29:19 - controller - INFO: Initializing environment: febo.environment.benchmarks.functions.Rosenbrock.
2022-04-27 11:29:19 - controller - INFO: Initializing algorithm: SafeAscentLineBO.
2022-04-27 11:29:19 - algorithm - INFO: Got 0 initial data points.
2022-04-27 11:29:19 - model - INFO: Using beta=4 .
2022-04-27 11:29:19 - model - INFO: Using beta=4 .
2022-04-27 11:29:19 - model - INFO: Using beta=4 .
2022-04-27 11:29:19 - algorithm - INFO: Got 0 initial data points.
2022-04-27 11:29:19 - model - INFO: Using beta=4 .
2022-04-27 11:29:19 - model - INFO: Using beta=4 .
2022-04-27 11:29:19 - model - INFO: Using beta=4 .
2022-04-27 11:29:19 - controller - INFO: Starting optimization: SafeAscentLineBO
2022-04-27 11:29:19 - algorithm - INFO: best_x evaluate, y=4.134757770267014
2022-04-27 11:29:19 - algorithm - INFO: starting 1, tr-solver.
2022-04-27 11:29:19 - algorithm - INFO: Saved trust-region plot to runs/Rosenbrock_4a/plots/0/2/Iteration_1.pdf
